experiment_id,cycle_id,meas_id,move_status,position_status,captured_at_utc,position_t,x,y,z,position,rotation_matrix_json,error
EXP002,1,1,ok,ok,2026-03-31T21:13:24.824388+00:00,23:13:21,1.422986572265625,2.878485595703125,0.7369866943359376,"[1.422986572265625,2.878485595703125,0.7369866943359376]",null,
EXP002,2,2,ok,ok,2026-03-31T21:14:06.998843+00:00,23:14:04,2.045634765625,2.2695322265625,0.7375604248046875,"[2.045634765625,2.2695322265625,0.7375604248046875]",null,
EXP002,3,3,ok,ok,2026-03-31T21:14:54.342569+00:00,23:14:51,2.0394940185546875,3.497724853515625,0.742588134765625,"[2.0394940185546875,3.497724853515625,0.742588134765625]",null,
EXP002,4,4,ok,ok,2026-03-31T21:15:27.017553+00:00,23:15:24,1.916691650390625,3.49710546875,0.7419332885742187,"[1.916691650390625,3.49710546875,0.7419332885742187]",null,
EXP002,5,5,ok,ok,2026-03-31T21:16:13.347839+00:00,23:16:10,1.9211094970703124,2.269603759765625,0.7369259643554688,"[1.9211094970703124,2.269603759765625,0.7369259643554688]",null,
EXP002,6,6,ok,ok,2026-03-31T21:16:45.993829+00:00,23:16:43,1.7978905029296874,2.2678447265625,0.7362841186523438,"[1.7978905029296874,2.2678447265625,0.7362841186523438]",null,
EXP002,7,7,ok,ok,2026-03-31T21:17:33.409941+00:00,23:17:30,1.8003031005859376,3.495451904296875,0.7414961547851563,"[1.8003031005859376,3.495451904296875,0.7414961547851563]",null,
EXP002,8,8,ok,ok,2026-03-31T21:18:06.017835+00:00,23:18:03,1.6765316162109376,3.49510400390625,0.7406148071289063,"[1.6765316162109376,3.49510400390625,0.7406148071289063]",null,
EXP002,9,9,ok,ok,2026-03-31T21:18:52.321901+00:00,23:18:49,1.6818245849609375,2.26602978515625,0.7358896484375,"[1.6818245849609375,2.26602978515625,0.7358896484375]",null,
EXP002,10,10,ok,ok,2026-03-31T21:19:24.984155+00:00,23:19:22,1.55980908203125,2.265635009765625,0.7352861328125,"[1.55980908203125,2.265635009765625,0.7352861328125]",null,
EXP002,11,11,ok,ok,2026-03-31T21:20:11.320291+00:00,23:20:08,1.5607320556640625,3.494943359375,0.7402669677734375,"[1.5607320556640625,3.494943359375,0.7402669677734375]",null,
EXP002,12,12,ok,ok,2026-03-31T21:20:45.038749+00:00,23:20:42,1.4397373046875,3.493142333984375,0.7397855834960938,"[1.4397373046875,3.493142333984375,0.7397855834960938]",null,
